"統計名：","人口推計 各年10月1日現在人口 平成22年国勢調査基準 統計表"
"表番号：","001"
"表題：","年齢（各歳），男女別人口及び人口性比－総人口，日本人人口"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","該当数値がないもの"
"-","該当数値がないもの　"

"","","","","","","","","","/人口 コード","001","001","001","001","002","002","002","002"
"","","","","","","","","","/人口 補助コード","-","-","-","-","-","-","-","-"
"","","","","","","","","","/人口","総人口","総人口","総人口","総人口","日本人人口","日本人人口","日本人人口","日本人人口"
"","","","","","","","","","/男女別・性比 コード","001","002","003","004","001","002","003","004"
"","","","","","","","","","/男女別・性比 補助コード","-","-","-","-","-","-","-","-"
"全国 コード","全国 補助コード","全国","時間軸（年月日現在） コード","時間軸（年月日現在） 補助コード","時間軸（年月日現在）","年齢各歳 コード","年齢各歳 補助コード","年齢各歳","/男女別・性比","男女計【千人】","男【千人】","女【千人】","人口性比【女性＝100】","男女計【千人】","男【千人】","女【千人】","人口性比【女性＝100】"
"00000","","全国","1401","","2010年10月1日現在","01000","","総数","","128,057","62,328","65,730","***","126,382","61,572","64,810","***"
"00000","","全国","1401","","2010年10月1日現在","01001","","0歳","","1,048","537","512","***","1,038","531","507","***"
"00000","","全国","1401","","2010年10月1日現在","01002","","1歳","","1,048","536","512","***","1,037","530","506","***"
"00000","","全国","1401","","2010年10月1日現在","01003","","2歳","","1,077","551","526","***","1,065","545","520","***"
"00000","","全国","1401","","2010年10月1日現在","01004","","3歳","","1,072","549","523","***","1,061","543","518","***"
"00000","","全国","1401","","2010年10月1日現在","01005","","4歳","","1,064","545","519","***","1,054","540","514","***"
"00000","","全国","1401","","2010年10月1日現在","01006","","5歳","","1,061","543","518","***","1,051","538","513","***"
"00000","","全国","1401","","2010年10月1日現在","01007","","6歳","","1,101","563","538","***","1,092","558","534","***"
"00000","","全国","1401","","2010年10月1日現在","01008","","7歳","","1,120","574","546","***","1,110","569","541","***"
"00000","","全国","1401","","2010年10月1日現在","01009","","8歳","","1,150","589","561","***","1,141","584","557","***"
"00000","","全国","1401","","2010年10月1日現在","01010","","9歳","","1,166","597","568","***","1,156","592","564","***"
"00000","","全国","1401","","2010年10月1日現在","01011","","10歳","","1,178","605","573","***","1,168","600","568","***"
"00000","","全国","1401","","2010年10月1日現在","01012","","11歳","","1,179","604","576","***","1,169","599","571","***"
"00000","","全国","1401","","2010年10月1日現在","01013","","12歳","","1,198","613","585","***","1,188","608","580","***"
"00000","","全国","1401","","2010年10月1日現在","01014","","13歳","","1,193","610","583","***","1,183","605","578","***"
"00000","","全国","1401","","2010年10月1日現在","01015","","14歳","","1,185","607","578","***","1,176","602","573","***"
"00000","","全国","1401","","2010年10月1日現在","01016","","15歳","","1,222","627","595","***","1,212","622","590","***"
"00000","","全国","1401","","2010年10月1日現在","01017","","16歳","","1,229","632","597","***","1,219","626","592","***"
"00000","","全国","1401","","2010年10月1日現在","01018","","17歳","","1,205","619","586","***","1,195","614","581","***"
"00000","","全国","1401","","2010年10月1日現在","01019","","18歳","","1,223","628","595","***","1,211","622","588","***"
"00000","","全国","1401","","2010年10月1日現在","01020","","19歳","","1,214","621","593","***","1,193","612","581","***"
"00000","","全国","1401","","2010年10月1日現在","01021","","20歳","","1,236","630","606","***","1,201","616","585","***"
"00000","","全国","1401","","2010年10月1日現在","01022","","21歳","","1,268","645","623","***","1,225","627","597","***"
"00000","","全国","1401","","2010年10月1日現在","01023","","22歳","","1,308","668","641","***","1,262","647","615","***"
"00000","","全国","1401","","2010年10月1日現在","01024","","23歳","","1,343","684","658","***","1,294","661","632","***"
"00000","","全国","1401","","2010年10月1日現在","01025","","24歳","","1,369","699","670","***","1,323","677","646","***"
"00000","","全国","1401","","2010年10月1日現在","01026","","25歳","","1,425","725","700","***","1,380","704","677","***"
"00000","","全国","1401","","2010年10月1日現在","01027","","26歳","","1,470","748","722","***","1,425","726","699","***"
"00000","","全国","1401","","2010年10月1日現在","01028","","27歳","","1,490","757","732","***","1,442","735","707","***"
"00000","","全国","1401","","2010年10月1日現在","01029","","28歳","","1,495","758","737","***","1,442","733","709","***"
"00000","","全国","1401","","2010年10月1日現在","01030","","29歳","","1,511","767","745","***","1,465","746","720","***"
"00000","","全国","1401","","2010年10月1日現在","01031","","30歳","","1,578","801","777","***","1,533","780","753","***"
"00000","","全国","1401","","2010年10月1日現在","01032","","31歳","","1,617","821","796","***","1,573","801","771","***"
"00000","","全国","1401","","2010年10月1日現在","01033","","32歳","","1,686","855","830","***","1,644","837","808","***"
"00000","","全国","1401","","2010年10月1日現在","01034","","33歳","","1,727","876","851","***","1,689","859","830","***"
"00000","","全国","1401","","2010年10月1日現在","01035","","34歳","","1,812","920","892","***","1,775","903","872","***"
"00000","","全国","1401","","2010年10月1日現在","01036","","35歳","","1,896","962","933","***","1,860","946","914","***"
"00000","","全国","1401","","2010年10月1日現在","01037","","36歳","","1,998","1,014","984","***","1,963","999","964","***"
"00000","","全国","1401","","2010年10月1日現在","01038","","37歳","","2,033","1,030","1,003","***","1,998","1,015","983","***"
"00000","","全国","1401","","2010年10月1日現在","01039","","38歳","","1,994","1,012","982","***","1,959","997","962","***"
"00000","","全国","1401","","2010年10月1日現在","01040","","39歳","","1,943","984","959","***","1,908","969","939","***"
"00000","","全国","1401","","2010年10月1日現在","01041","","40歳","","1,889","956","933","***","1,854","942","912","***"
